"ID";"FarmTypes";"Regions";"Periods";"UtilisedAgriculturalAreaUAA_3";"UtilisedAgriculturalAreaUAA_6";"ArableLandTotal_8";"Cereals_14";"ArableLandTotal_21";"Cereals_27";"HorticultureInTheOpenTotal_34";"HorticultureInTheOpenTotal_40";"HorticultureUnderGlassTotal_46";"HorticultureUnderGlassTotal_51";"GrasslandAndForagePlantsTotal_72";"GrasslandAndForagePlantsTotal_78";"CattleTotal_84";"Sheep_95";"GrazingLivestockTotal_102";"HousedAnimalsTotal_135"
"16592";"A009510";"PV21  ";"2008JJ00";"  216339";"     120";"   92260";"   60705";"      28";"      28";"     742";"       2";"       0";"       0";"  123337";"     112";"     801";"    3866";"      64";"     149"
"16593";"A009510";"PV21  ";"2009JJ00";"  248823";"     118";"  124908";"   67982";"      31";"      29";"     630";"       2";"       0";"       0";"  123285";"     108";"     653";"    3420";"      62";"     152"
"16594";"A009510";"PV21  ";"2010JJ00";"  213878";"     114";"  100347";"   56429";"      26";"      24";"     492";"       2";"       0";"       0";"  113039";"     108";"     844";"    3037";"      55";"     142"
"16595";"A009510";"PV21  ";"2011JJ00";"  171096";"     105";"   79185";"   45697";"      21";"      21";"     225";"       2";"       0";"       0";"   91686";"     100";"     410";"    2333";"      49";"     136"
"16596";"A009510";"PV21  ";"2012JJ00";"  161596";"     101";"   70006";"   45193";"      20";"      18";"     210";"       2";"       0";"       0";"   91380";"      95";"     337";"    2587";"      52";"     131"
"16597";"A009510";"PV21  ";"2013JJ00";"  182315";"      99";"   92604";"   53086";"      27";"      26";"     230";"       2";"       0";"       0";"   89481";"      91";"     496";"    2548";"      48";"     126"
"16598";"A009510";"PV21  ";"2014JJ00";"  176609";"      99";"   81780";"   39263";"      23";"      22";"     414";"       1";"       0";"       0";"   94415";"      90";"     676";"    1645";"      43";"     131"
"16599";"A009510";"PV21  ";"2015JJ00";"  195491";"     103";"   87778";"   45825";"      25";"      24";"     836";"       2";"       0";"       0";"  106877";"      94";"     961";"    2167";"      51";"     135"
"16600";"A009510";"PV21  ";"2016JJ00";"  143156";"      92";"   54016";"   24878";"      20";"      17";"     446";"       1";"       0";"       0";"   88694";"      85";"     771";"    1613";"      48";"     124"
"16601";"A009510";"PV21  ";"2017JJ00";"  138906";"      90";"   53035";"   24043";"      18";"      14";"     642";"       2";"       0";"       0";"   85229";"      84";"     809";"    1700";"      44";"     126"
"16602";"A009510";"PV21  ";"2018JJ00";"  124950";"      88";"   46347";"   23721";"      20";"      15";"     194";"       1";"       0";"       0";"   78409";"      84";"     565";"    2093";"      49";"     126"
"16603";"A009510";"PV21  ";"2019JJ00";"  155742";"      90";"   65914";"   31620";"      22";"      19";"     208";"       1";"       0";"       0";"   89620";"      83";"     774";"     911";"      47";"     128"
"16604";"A009510";"PV21  ";"2020JJ00";"  140556";"      80";"   62354";"   28679";"      19";"      16";"     194";"       1";"       0";"       0";"   78008";"      77";"     650";"     764";"      44";"     119"
"16605";"A009510";"PV21  ";"2021JJ00";"  140959";"      72";"   71218";"   33244";"      18";"      17";"     194";"       1";"       0";"       0";"   69547";"      68";"     764";"     642";"      43";"     109"
"16606";"A009510";"PV21  ";"2022JJ00";"  137414";"      74";"   61997";"   30750";"      20";"      18";"     210";"       1";"       0";"       0";"   75207";"      69";"     812";"     668";"      28";"     113"
"16607";"A009510";"PV21  ";"2023JJ00";"  104022";"      70";"   49085";"   23028";"      19";"      13";"     193";"       1";"       0";"       0";"   54744";"      67";"     401";"     517";"      37";"     114"
"16608";"A009510";"PV22  ";"2000JJ00";"  465844";"     246";"  351199";"  121389";"     109";"      87";"      90";"       2";"       0";"       0";"  114555";"     199";"    1318";"    1868";"      99";"     287"
"16609";"A009510";"PV22  ";"2001JJ00";"  518202";"     234";"  419575";"  152767";"     121";"     106";"     427";"       3";"       0";"       0";"   98200";"     178";"    1131";"    1850";"      94";"     269"
"16610";"A009510";"PV22  ";"2002JJ00";"  571637";"     232";"  474274";"  182640";"     122";"     113";"    1712";"       5";"       0";"       0";"   95651";"     177";"     815";"    1742";"      82";"     264"
"16611";"A009510";"PV22  ";"2003JJ00";"  496437";"     212";"  402875";"  143756";"     113";"     103";"    1088";"       3";"       0";"       0";"   92474";"     164";"     984";"    1509";"      78";"     250"
"16612";"A009510";"PV22  ";"2004JJ00";"  522694";"     201";"  438517";"  155861";"     115";"     103";"     779";"       2";"       0";"       0";"   83398";"     152";"     756";"    1575";"      65";"     230"
"16613";"A009510";"PV22  ";"2005JJ00";"  524278";"     203";"  432730";"  158391";"     117";"     102";"     332";"       1";"       0";"       0";"   91216";"     143";"     886";"    1581";"      82";"     240"
"16614";"A009510";"PV22  ";"2006JJ00";"  521161";"     207";"  409546";"  169865";"     109";"      95";"     341";"       2";"       0";"       0";"  111274";"     157";"     914";"    1562";"      77";"     238"
"16615";"A009510";"PV22  ";"2007JJ00";"  562602";"     198";"  457062";"  186583";"     111";"     102";"    1019";"       4";"       0";"       0";"  104521";"     150";"     841";"    1533";"      74";"     235"
"16616";"A009510";"PV22  ";"2008JJ00";"  507292";"     186";"  391202";"  173749";"     106";"      95";"     543";"       2";"       0";"       0";"  115547";"     149";"     722";"    1125";"      70";"     220"
"16617";"A009510";"PV22  ";"2009JJ00";"  505201";"     177";"  389655";"  168097";"      97";"      91";"     327";"       3";"       0";"       0";"  115219";"     138";"     791";"     810";"      64";"     210"
"16618";"A009510";"PV22  ";"2010JJ00";"  467681";"     171";"  362418";"  149938";"      92";"      84";"     740";"       4";"       0";"       0";"  104523";"     132";"    1036";"     770";"      67";"     207"
"16619";"A009510";"PV22  ";"2011JJ00";"  405497";"     157";"  309719";"  119901";"      74";"      66";"    1247";"       2";"       0";"       0";"   94531";"     125";"     730";"    1042";"      57";"     193"
"16620";"A009510";"PV22  ";"2012JJ00";"  360826";"     142";"  270879";"  108714";"      77";"      69";"     359";"       3";"       0";"       0";"   89588";"     116";"     606";"     747";"      54";"     181"
"16621";"A009510";"PV22  ";"2013JJ00";"  410546";"     140";"  333856";"  128259";"      82";"      68";"     253";"       4";"       0";"       0";"   76437";"     110";"     656";"     933";"      48";"     177"
"16622";"A009510";"PV22  ";"2014JJ00";"  388381";"     135";"  286764";"  109743";"      77";"      62";"     140";"       2";"       0";"       0";"  101477";"     113";"     775";"     708";"      43";"     175"
"16623";"A009510";"PV22  ";"2015JJ00";"  358861";"     125";"  282827";"  118141";"      70";"      61";"     315";"       3";"       0";"       0";"   75719";"     107";"     719";"     559";"      44";"     166"
"16624";"A009510";"PV22  ";"2016JJ00";"  338916";"     116";"  258967";"  105377";"      68";"      55";"     834";"       4";"       0";"       0";"   79115";"     103";"     505";"    1081";"      42";"     158"
"16625";"A009510";"PV22  ";"2017JJ00";"  308881";"     109";"  235462";"   89719";"      65";"      53";"    1445";"       6";"       0";"       0";"   71974";"      99";"     280";"    1045";"      41";"     149"
"16626";"A009510";"PV22  ";"2018JJ00";"  353068";"     113";"  275766";"  100682";"      62";"      52";"    2716";"       5";"       0";"       0";"   74586";"      99";"     274";"    1319";"      40";"     154"
"16627";"A009510";"PV22  ";"2019JJ00";"  349449";"     111";"  267483";"   96911";"      60";"      50";"    2542";"       6";"       0";"       0";"   79424";"     100";"     474";"    1031";"      37";"     145"
"16628";"A009510";"PV22  ";"2020JJ00";"  335341";"     108";"  253659";"   96623";"      57";"      47";"    1907";"       4";"       0";"       0";"   79775";"      95";"     434";"     981";"      39";"     147"
"16629";"A009510";"PV22  ";"2021JJ00";"  314914";"     106";"  249594";"   92642";"      58";"      45";"    1942";"       4";"       0";"       0";"   63378";"      94";"     291";"     905";"      39";"     145"
"16630";"A009510";"PV22  ";"2022JJ00";"  309998";"     106";"  252943";"  100010";"      57";"      46";"    1598";"       4";"       0";"       0";"   55457";"      95";"      76";"     901";"      25";"     144"
"16631";"A009510";"PV22  ";"2023JJ00";"  309318";"     107";"  252476";"   91823";"      56";"      43";"      36";"       4";"       0";"       0";"   56806";"      95";"     588";"     857";"      35";"     144"
"16632";"A009510";"PV23  ";"2000JJ00";" 1252652";"    1458";"  340538";"  226519";"     489";"     361";"    1894";"      20";"       0";"       0";"  910220";"    1380";"   17221";"   10044";"     848";"    1547"
"16633";"A009510";"PV23  ";"2001JJ00";" 1187560";"    1316";"  379121";"  276222";"     485";"     394";"    1869";"      16";"       0";"       0";"  806570";"    1225";"   14926";"    7869";"     761";"    1398"
"16634";"A009510";"PV23  ";"2002JJ00";" 1192384";"    1273";"  349570";"  235762";"     434";"     364";"    1925";"      15";"       0";"       0";"  840889";"    1197";"   12033";"    8247";"     706";"    1355"
"16635";"A009510";"PV23  ";"2003JJ00";" 1166873";"    1212";"  317487";"  228840";"     391";"     334";"    2102";"      18";"       0";"       0";"  847284";"    1154";"   11457";"    8283";"     680";"    1294"
"16636";"A009510";"PV23  ";"2004JJ00";" 1137671";"    1178";"  270839";"  186656";"     352";"     289";"    1683";"      14";"       0";"       0";"  865149";"    1123";"   11584";"    8305";"     663";"    1251"
"16637";"A009510";"PV23  ";"2005JJ00";" 1202249";"    1153";"  279103";"  194125";"     313";"     254";"    2072";"      13";"       0";"       0";"  921074";"    1101";"   12536";"    9336";"     679";"    1263"
"16638";"A009510";"PV23  ";"2006JJ00";" 1125710";"    1112";"  249459";"  170865";"     296";"     235";"    1812";"      12";"       0";"       0";"  874439";"    1066";"   11589";"    9614";"     644";"    1222"
"16639";"A009510";"PV23  ";"2007JJ00";" 1169425";"    1086";"  262451";"  183974";"     286";"     234";"    2933";"      11";"       0";"       0";"  904041";"    1048";"   11396";"    9786";"     611";"    1204"
"16640";"A009510";"PV23  ";"2008JJ00";" 1168809";"    1040";"  273478";"  201263";"     256";"     217";"    1055";"      11";"       0";"       0";"  894276";"    1004";"   11995";"    8542";"     551";"    1151"
"16641";"A009510";"PV23  ";"2009JJ00";" 1088763";"     929";"  253943";"  184603";"     233";"     188";"    2127";"      11";"       0";"       0";"  832693";"     893";"   11734";"    6608";"     492";"    1061"
"16642";"A009510";"PV23  ";"2010JJ00";" 1060476";"     895";"  260745";"  186262";"     221";"     191";"    3842";"      14";"       0";"       0";"  795889";"     863";"   11209";"    6315";"     463";"    1028"
"16643";"A009510";"PV23  ";"2011JJ00";" 1033664";"     832";"  263408";"  177639";"     207";"     169";"    3728";"      12";"       0";"       0";"  766528";"     804";"   11267";"    4896";"     422";"     959"
"16644";"A009510";"PV23  ";"2012JJ00";"  999401";"     758";"  238049";"  160471";"     172";"     141";"    2100";"       9";"       0";"       0";"  759252";"     737";"   10757";"    4303";"     389";"     880"
"16645";"A009510";"PV23  ";"2013JJ00";"  929662";"     724";"  231028";"  148489";"     161";"     133";"    3621";"       8";"       0";"       0";"  695013";"     704";"   11119";"    4057";"     347";"     845"
"16646";"A009510";"PV23  ";"2014JJ00";"  920744";"     688";"  213969";"  113993";"     153";"     114";"    1143";"       8";"       0";"       0";"  705632";"     667";"   11268";"    3507";"     333";"     809"
"16647";"A009510";"PV23  ";"2015JJ00";"  864576";"     644";"  206817";"  105623";"     147";"     100";"    3196";"      16";"       0";"       0";"  654563";"     629";"    9180";"    2832";"     297";"     775"
"16648";"A009510";"PV23  ";"2016JJ00";"  857731";"     601";"  219575";"   88886";"     139";"      84";"    7607";"      23";"       0";"       0";"  630549";"     591";"    9793";"    3607";"     271";"     722"
"16649";"A009510";"PV23  ";"2017JJ00";"  844972";"     571";"  234150";"   93711";"     135";"      82";"    6188";"      20";"       0";"       0";"  604634";"     563";"    9501";"    3120";"     260";"     683"
"16650";"A009510";"PV23  ";"2018JJ00";"  853822";"     567";"  252242";"  102677";"     137";"      84";"    6082";"      22";"       0";"       0";"  595498";"     559";"    8228";"    3044";"     241";"     678"
"16651";"A009510";"PV23  ";"2019JJ00";"  854145";"     554";"  311999";"  144231";"     155";"      96";"    6474";"      21";"       0";"       0";"  535672";"     540";"    8292";"    3750";"     235";"     665"
"16652";"A009510";"PV23  ";"2020JJ00";"  784055";"     523";"  271213";"  132266";"     155";"     103";"    4166";"      19";"       0";"       0";"  508676";"     511";"    7451";"    3535";"     222";"     630"
"16653";"A009510";"PV23  ";"2021JJ00";"  789577";"     474";"  301932";"  140158";"     153";"      96";"    5716";"      19";"       0";"       0";"  481929";"     463";"    7245";"    2292";"     202";"     588"
"16654";"A009510";"PV23  ";"2022JJ00";"  733499";"     469";"  274783";"  149096";"     161";"     106";"    5223";"      19";"       0";"       0";"  453493";"     450";"    6702";"    3662";"     152";"     579"
"16655";"A009510";"PV23  ";"2023JJ00";"  757449";"     441";"  296543";"  158536";"     186";"      95";"    6251";"      34";"       0";"       0";"  454655";"     425";"    6962";"    1908";"     184";"     558"
"16656";"A009510";"PV24  ";"2000JJ00";"  100963";"      34";"   97604";"   20385";"      28";"      21";"     175";"       1";"       0";"       0";"    3184";"      11";"       0";"     165";"       9";"      45"
"16657";"A009510";"PV24  ";"2001JJ00";"   93775";"      35";"   89124";"   21904";"      27";"      22";"       0";"       0";"       0";"       0";"    4651";"      14";"       0";"     131";"       7";"      46"
"16658";"A009510";"PV24  ";"2002JJ00";"   94241";"      31";"   85984";"   19692";"      24";"      21";"     400";"       1";"       0";"       0";"    7857";"      11";"     259";"     117";"       6";"      45"
"16659";"A009510";"PV24  ";"2003JJ00";"   84747";"      28";"   75191";"   16111";"      22";"      17";"     400";"       1";"       0";"       0";"    9156";"      11";"     236";"     117";"       5";"      37"
"16660";"A009510";"PV24  ";"2004JJ00";"   83081";"      34";"   71124";"   17680";"      27";"      19";"       0";"       0";"       0";"       0";"   11957";"      18";"     248";"       0";"       3";"      42"
"16661";"A009510";"PV24  ";"2005JJ00";"  100730";"      39";"   88340";"   22505";"      29";"      23";"       0";"       0";"       0";"       0";"   12390";"      19";"     123";"     125";"       5";"      47"
"16662";"A009510";"PV24  ";"2006JJ00";"   87242";"      32";"   69499";"   18240";"      22";"      18";"     625";"       2";"       0";"       0";"   17118";"      19";"     251";"       0";"       6";"      42"
"16663";"A009510";"PV24  ";"2007JJ00";"  121980";"      43";"  107001";"   29863";"      32";"      27";"    1956";"       3";"       0";"       0";"   13023";"      19";"     248";"       0";"       7";"      52"
"16664";"A009510";"PV24  ";"2008JJ00";"  123507";"      38";"  112087";"   29661";"      30";"      24";"     120";"       1";"       0";"       0";"   11300";"      14";"     292";"       0";"       6";"      50"
"16665";"A009510";"PV24  ";"2009JJ00";"  121472";"      41";"  115280";"   35309";"      33";"      28";"     561";"       2";"       0";"       0";"    5631";"      19";"       0";"       0";"       2";"      51"
"16666";"A009510";"PV24  ";"2010JJ00";"  118392";"      40";"  112136";"   31587";"      32";"      28";"    1472";"       6";"       0";"       0";"    4784";"      17";"       0";"      49";"       4";"      53"
"16667";"A009510";"PV24  ";"2011JJ00";"  120589";"      39";"  114542";"   33334";"      31";"      25";"    1175";"       5";"       0";"       0";"    4872";"      17";"       0";"      49";"       6";"      53"
"16668";"A009510";"PV24  ";"2012JJ00";"  123218";"      39";"  118626";"   37310";"      32";"      26";"    1265";"       6";"       0";"       0";"    3327";"      14";"       0";"      39";"       8";"      50"
"16669";"A009510";"PV24  ";"2013JJ00";"  131657";"      41";"  116795";"   42350";"      33";"      28";"    1274";"       4";"       0";"       0";"   13588";"      18";"     399";"       5";"       7";"      52"
"16670";"A009510";"PV24  ";"2014JJ00";"  153065";"      45";"  133330";"   45925";"      37";"      35";"    1251";"       4";"       0";"       0";"   18484";"      20";"     431";"      40";"       9";"      58"
"16671";"A009510";"PV24  ";"2015JJ00";"  132698";"      41";"  122361";"   44243";"      35";"      30";"    2133";"       6";"       0";"       0";"    8204";"      22";"       3";"       8";"       6";"      52"
"16672";"A009510";"PV24  ";"2016JJ00";"  136881";"      41";"  113875";"   39832";"      34";"      28";"    1898";"       5";"       0";"       0";"   21108";"      25";"     409";"      21";"       7";"      50"
"16673";"A009510";"PV24  ";"2017JJ00";"  150599";"      40";"  126055";"   38644";"      33";"      23";"    1715";"       4";"       0";"       0";"   22829";"      25";"       0";"      24";"       7";"      51"
"16674";"A009510";"PV24  ";"2018JJ00";"  150403";"      45";"  111716";"   28179";"      29";"      21";"    2044";"       5";"       0";"       0";"   36643";"      28";"     428";"       0";"       7";"      56"
"16675";"A009510";"PV24  ";"2019JJ00";"  131501";"      41";"   94465";"   27573";"      26";"      15";"     170";"       2";"       0";"       0";"   36866";"      28";"     411";"     120";"       7";"      55"
"16676";"A009510";"PV24  ";"2020JJ00";"  122296";"      40";"   99590";"   24445";"      25";"      13";"    1302";"       4";"       0";"       0";"   21404";"      27";"      38";"      81";"      10";"      55"
"16677";"A009510";"PV24  ";"2021JJ00";"  122902";"      40";"   90091";"   28436";"      28";"      17";"      41";"       2";"       0";"       0";"   32770";"      31";"     542";"     124";"      11";"      55"
"16678";"A009510";"PV24  ";"2022JJ00";"  116286";"      39";"   93958";"   33987";"      29";"      22";"    1305";"       5";"       0";"       0";"   21023";"      31";"      44";"     113";"       6";"      53"
"16679";"A009510";"PV24  ";"2023JJ00";"   98920";"      40";"   77808";"   21906";"      26";"      18";"    1217";"       6";"       0";"       0";"   19895";"      30";"      55";"     120";"       9";"      54"
"16680";"A009510";"PV25  ";"2000JJ00";" 1846115";"    2506";"  585343";"  417476";"     764";"     611";"    9649";"      59";"    4568";"       4";" 1251077";"    2351";"   24106";"   22276";"    1415";"    2667"
"16681";"A009510";"PV25  ";"2001JJ00";" 1725426";"    2185";"  628581";"  463007";"     767";"     633";"    8494";"      51";"    2400";"       2";" 1088327";"    1997";"   22378";"   22097";"    1228";"    2333"
"16682";"A009510";"PV25  ";"2002JJ00";" 1768326";"    2085";"  652839";"  472094";"     696";"     602";"   11355";"      56";"    4040";"       6";" 1104092";"    1924";"   20048";"   17738";"    1131";"    2221"
"16683";"A009510";"PV25  ";"2003JJ00";" 1526677";"    1722";"  582627";"  419793";"     570";"     490";"   10481";"      50";"    5302";"       4";"  933516";"    1592";"   13891";"   16260";"     944";"    1830"
"16684";"A009510";"PV25  ";"2004JJ00";" 1575782";"    1784";"  552962";"  398037";"     551";"     473";"    7799";"      49";"    4790";"       4";" 1014973";"    1665";"   15543";"   17954";"     974";"    1901"
"16685";"A009510";"PV25  ";"2005JJ00";" 1627744";"    1740";"  517686";"  387267";"     513";"     449";"    8617";"      51";"    5620";"       5";" 1101385";"    1641";"   17805";"   19506";"     975";"    1886"
"16686";"A009510";"PV25  ";"2006JJ00";" 1587266";"    1651";"  475256";"  371147";"     486";"     412";"    9326";"      59";"    6328";"       6";" 1102621";"    1561";"   18112";"   19998";"     961";"    1829"
"16687";"A009510";"PV25  ";"2007JJ00";" 1634259";"    1605";"  520617";"  390795";"     496";"     418";"    8566";"      54";"    4088";"       4";" 1105035";"    1517";"   17977";"   19447";"     896";"    1803"
"16688";"A009510";"PV25  ";"2008JJ00";" 1581938";"    1524";"  482025";"  389161";"     461";"     403";"   10347";"      61";"     385";"       1";" 1089562";"    1454";"   16482";"   14780";"     803";"    1714"
"16689";"A009510";"PV25  ";"2009JJ00";" 1521203";"    1419";"  461396";"  363575";"     407";"     369";"    8175";"      54";"       0";"       0";" 1051632";"    1349";"   16081";"   12408";"     750";"    1605"
"16690";"A009510";"PV25  ";"2010JJ00";" 1492991";"    1346";"  435006";"  340951";"     377";"     329";"    7119";"      50";"    2000";"       1";" 1050846";"    1287";"   17160";"   11724";"     688";"    1547"
"16691";"A009510";"PV25  ";"2011JJ00";" 1420709";"    1255";"  388672";"  298411";"     324";"     279";"    9197";"      62";"    2000";"       1";" 1022820";"    1210";"   16119";"   10417";"     658";"    1451"
"16692";"A009510";"PV25  ";"2012JJ00";" 1318054";"    1148";"  338309";"  263450";"     315";"     259";"   11469";"      51";"    3300";"       3";"  968243";"    1107";"   14405";"    8980";"     606";"    1328"
"16693";"A009510";"PV25  ";"2013JJ00";" 1283908";"    1092";"  392451";"  291646";"     307";"     256";"    9520";"      52";"    4240";"       3";"  881895";"    1055";"   15321";"    8893";"     550";"    1265"
"16694";"A009510";"PV25  ";"2014JJ00";" 1216315";"    1011";"  346670";"  251206";"     280";"     211";"    9156";"      53";"    2000";"       1";"  860469";"     978";"   13365";"    8012";"     503";"    1191"
"16695";"A009510";"PV25  ";"2015JJ00";" 1247974";"    1004";"  343280";"  242906";"     264";"     199";"    9000";"      47";"       0";"       0";"  895694";"     985";"   14032";"    8754";"     470";"    1175"
"16696";"A009510";"PV25  ";"2016JJ00";" 1121979";"     929";"  315155";"  213270";"     259";"     182";"    9305";"      60";"     570";"       2";"  797513";"     896";"   13131";"    7743";"     442";"    1092"
"16697";"A009510";"PV25  ";"2017JJ00";" 1098566";"     881";"  275466";"  174253";"     222";"     158";"    9738";"      57";"     630";"       2";"  813356";"     858";"   10841";"    7257";"     418";"    1043"
"16698";"A009510";"PV25  ";"2018JJ00";" 1093211";"     873";"  278119";"  174172";"     220";"     162";"    7995";"      52";"     250";"       1";"  807094";"     850";"   11251";"    7959";"     417";"    1051"
"16699";"A009510";"PV25  ";"2019JJ00";" 1097364";"     837";"  298533";"  199076";"     244";"     178";"    6236";"      44";"     400";"       1";"  792591";"     806";"    9615";"    7709";"     389";"    1013"
"16700";"A009510";"PV25  ";"2020JJ00";" 1091298";"     774";"  295562";"  197435";"     227";"     171";"    8621";"      45";"    2570";"       3";"  787089";"     749";"   11374";"    6505";"     359";"     940"
"16701";"A009510";"PV25  ";"2021JJ00";" 1008884";"     720";"  288003";"  192171";"     224";"     170";"    6201";"      36";"    2320";"       2";"  714657";"     694";"    9425";"    5431";"     324";"     880"
"16702";"A009510";"PV25  ";"2022JJ00";" 1046269";"     711";"  329128";"  231128";"     232";"     183";"    9244";"      37";"      90";"       1";"  707896";"     675";"    8875";"    6243";"     267";"     872"
"16703";"A009510";"PV25  ";"2023JJ00";"  933079";"     655";"  300763";"  205225";"     255";"     167";"    5874";"      55";"    1900";"       1";"  626423";"     631";"    8290";"    5488";"     287";"     822"
"16704";"A009510";"PV26  ";"2000JJ00";"  189266";"     296";"   10071";"    8676";"      21";"      12";"    1746";"       5";"       0";"       0";"  177449";"     290";"    2862";"    3921";"     191";"     314"
"16705";"A009510";"PV26  ";"2001JJ00";"  178591";"     250";"   14564";"   13051";"      20";"      13";"    1926";"       6";"       0";"       0";"  162101";"     247";"    2171";"    3845";"     156";"     269"
"16706";"A009510";"PV26  ";"2002JJ00";"  182226";"     235";"   12920";"   10831";"      17";"      12";"     955";"       3";"     288";"       2";"  168348";"     230";"    1960";"    3044";"     134";"     247"
"16707";"A009510";"PV26  ";"2003JJ00";"  159541";"     198";"   11886";"   10323";"      14";"      10";"    2122";"       7";"       0";"       0";"  145533";"     195";"    1536";"    3565";"     120";"     212"
"16708";"A009510";"PV26  ";"2004JJ00";"  157519";"     207";"    7236";"    5856";"      12";"       7";"    1666";"       7";"    5000";"       1";"  148567";"     206";"    1736";"    3727";"     122";"     221"
"16709";"A009510";"PV26  ";"2005JJ00";"  167056";"     198";"   10970";"    6213";"      16";"      10";"    2014";"       7";"       0";"       0";"  154072";"     194";"    1878";"    3848";"     123";"     216"
"16710";"A009510";"PV26  ";"2006JJ00";"  172820";"     185";"   10387";"    5153";"      17";"       9";"    1110";"       6";"       0";"       0";"  161323";"     181";"    1636";"    3944";"     111";"     208"
"16711";"A009510";"PV26  ";"2007JJ00";"  169065";"     168";"    5726";"    3139";"       8";"       5";"    3815";"       4";"       0";"       0";"  159524";"     165";"    1500";"    3327";"     102";"     192"
"16712";"A009510";"PV26  ";"2008JJ00";"  155346";"     163";"    9724";"    5771";"      14";"       8";"    3106";"       4";"       0";"       0";"  142516";"     159";"    1742";"    2362";"      92";"     188"
"16713";"A009510";"PV26  ";"2009JJ00";"  153937";"     141";"    8085";"    5406";"      16";"       9";"    4277";"       6";"       0";"       0";"  141575";"     136";"    1801";"    2280";"      84";"     171"
"16714";"A009510";"PV26  ";"2010JJ00";"  135756";"     138";"    5527";"    4403";"      14";"       9";"    2300";"       8";"       0";"       0";"  127929";"     135";"    2026";"    2366";"      86";"     176"
"16715";"A009510";"PV26  ";"2011JJ00";"  141397";"     135";"    4006";"    2619";"      12";"       8";"    7469";"       8";"       0";"       0";"  129922";"     134";"    1543";"    2366";"      82";"     168"
"16716";"A009510";"PV26  ";"2012JJ00";"  121953";"     122";"    3203";"    1835";"      10";"       4";"    5004";"       7";"       0";"       0";"  113746";"     121";"    1882";"    1598";"      73";"     151"
"16717";"A009510";"PV26  ";"2013JJ00";"  139533";"     121";"    7909";"    5885";"      14";"       7";"    8224";"      12";"       0";"       0";"  123400";"     117";"    2155";"    1331";"      73";"     151"
"16718";"A009510";"PV26  ";"2014JJ00";"  137555";"     113";"    6333";"    4522";"      10";"       5";"    8332";"       8";"     200";"       1";"  122888";"     110";"    1971";"    1218";"      65";"     144"
"16719";"A009510";"PV26  ";"2015JJ00";"  137558";"     116";"    3010";"    2545";"       8";"       5";"    3672";"       5";"       0";"       0";"  130876";"     115";"    1738";"    1154";"      65";"     146"
"16720";"A009510";"PV26  ";"2016JJ00";"  123014";"     104";"    2189";"    1224";"       7";"       2";"    3020";"       3";"       0";"       0";"  117805";"     102";"    1979";"     970";"      54";"     130"
"16721";"A009510";"PV26  ";"2017JJ00";"  105312";"      99";"    2373";"    2144";"       8";"       4";"    3363";"       5";"       0";"       0";"   99576";"      97";"    1432";"     490";"      50";"     129"
"16722";"A009510";"PV26  ";"2018JJ00";"  100066";"     103";"    2627";"    2372";"       8";"       5";"    2019";"       6";"       0";"       0";"   95420";"     100";"    1179";"     553";"      50";"     131"
"16723";"A009510";"PV26  ";"2019JJ00";"   97246";"     107";"    3715";"    3422";"       8";"       6";"     312";"       4";"       0";"       0";"   93219";"     106";"    1126";"     952";"      51";"     131"
"16724";"A009510";"PV26  ";"2020JJ00";"   92493";"      99";"    4946";"    3536";"       9";"       6";"     312";"       4";"       0";"       0";"   87235";"      98";"    1169";"     620";"      47";"     120"
"16725";"A009510";"PV26  ";"2021JJ00";"   90949";"      94";"    4426";"    4084";"      10";"       7";"     269";"       4";"       0";"       0";"   86254";"      93";"    1096";"     525";"      46";"     117"
"16726";"A009510";"PV26  ";"2022JJ00";"   90190";"      92";"    5476";"    3654";"      13";"       7";"     269";"       4";"       0";"       0";"   84445";"      90";"    1182";"     553";"      34";"     113"
"16727";"A009510";"PV26  ";"2023JJ00";"   83871";"      81";"    4972";"    4398";"      16";"       6";"    1309";"       5";"       0";"       0";"   77590";"      79";"    1838";"     444";"      41";"     105"
"16728";"A009510";"PV27  ";"2000JJ00";"   51360";"      53";"   22696";"    7896";"      14";"      11";"    1930";"       6";"       0";"       0";"   26734";"      45";"     158";"    1285";"      23";"      60"
"16729";"A009510";"PV27  ";"2001JJ00";"   47988";"      46";"   18277";"    7136";"      10";"       8";"    1210";"       5";"     480";"       1";"   28496";"      41";"     250";"    1171";"      22";"      52"
"16730";"A009510";"PV27  ";"2002JJ00";"   65953";"      49";"   42582";"   18763";"      16";"      13";"    1596";"       6";"     500";"       1";"   21770";"      41";"     162";"     490";"      18";"      54"
"16731";"A009510";"PV27  ";"2003JJ00";"   57415";"      45";"   35199";"   16423";"      17";"      14";"    2074";"       6";"     500";"       1";"   20137";"      39";"     174";"     633";"      17";"      49"
"16732";"A009510";"PV27  ";"2004JJ00";"   59529";"      40";"   39310";"   17139";"      15";"      13";"    1225";"       3";"       0";"       0";"   18994";"      36";"     194";"     665";"      16";"      46"
"16733";"A009510";"PV27  ";"2005JJ00";"   58569";"      39";"   39339";"   19334";"      16";"      15";"    1452";"       5";"     300";"       1";"   17775";"      33";"     184";"     508";"      18";"      47"
"16734";"A009510";"PV27  ";"2006JJ00";"   49845";"      36";"   34491";"   18729";"      15";"      15";"    1175";"       4";"     500";"       1";"   14174";"      32";"      46";"     700";"      16";"      42"
